post_id,platform,topic,text_length,likes,shares,comments,hashtags,mentions,sentiment,engagement_rate,verified_account,sample_text
POST00251,Facebook,Health,25,145,18,1,8,4,Positive,0.4266187158941471,False,This is amazing love great content about politics
POST00252,Facebook,Health,160,5,42,4,8,2,Neutral,0.6261101171531029,False,This is normal normal normal content about business
POST00253,Twitter,Health,106,68,47,4,2,4,Neutral,0.7143847704324864,False,This is average average regular content about technology
POST00254,Facebook,Technology,263,2,16,26,7,0,Negative,0.37208551011671454,False,This is bad disappointing disappointing content about sports
POST00255,LinkedIn,Politics,197,62,7,4,5,1,Negative,0.22802766770015315,True,This is terrible horrible terrible content about education
POST00256,Twitter,Politics,223,83,6,12,3,4,Positive,0.681957465066302,False,This is great wonderful fantastic content about technology
POST00257,LinkedIn,Health,30,244,5,12,0,4,Negative,0.00482125563800162,False,This is bad disappointing disappointing content about business
POST00258,LinkedIn,Politics,28,204,59,9,6,0,Positive,0.2443626919482157,False,This is fantastic excellent fantastic content about politics
POST00259,Twitter,Sports,163,135,26,8,4,0,Neutral,0.7513602788124888,False,This is standard regular average content about health
POST00260,Facebook,Entertainment,146,1,6,6,6,3,Positive,0.43418848703372903,False,This is love love excellent content about sports
POST00261,Instagram,Health,153,108,15,2,6,2,Positive,0.9601041065376301,False,This is great best best content about health
POST00262,Instagram,Health,200,159,6,5,2,4,Negative,0.2743637742197761,False,This is disappointing hate disappointing content about entertainment
POST00263,LinkedIn,Sports,181,8,3,31,3,3,Neutral,0.5475534712388849,False,This is standard regular okay content about entertainment
POST00264,Instagram,Education,226,39,4,1,5,0,Neutral,0.5912950345893957,True,This is regular standard fine content about politics
POST00265,Instagram,Technology,223,115,0,7,2,3,Positive,0.42984964496798694,False,This is great excellent great content about business
POST00266,Facebook,Education,212,114,65,5,2,2,Neutral,0.5212871786726467,False,This is standard typical regular content about sports
POST00267,Instagram,Education,75,189,20,16,8,1,Neutral,0.19677077591280812,False,This is fine okay average content about technology
POST00268,TikTok,Health,44,3,6,12,0,2,Positive,0.7901940176545322,False,This is fantastic love great content about health
POST00269,Twitter,Education,258,102,0,1,2,0,Neutral,0.9666184871143141,False,This is normal standard regular content about entertainment
POST00270,TikTok,Health,78,0,52,1,2,1,Positive,0.2254935728708244,True,This is great wonderful love content about technology
POST00271,TikTok,Politics,166,16,8,3,1,0,Neutral,0.7786986173141859,False,This is typical average normal content about business
POST00272,LinkedIn,Technology,210,83,14,4,3,0,Positive,0.4985983505376733,False,This is excellent excellent great content about sports
POST00273,Instagram,Sports,271,21,0,6,7,2,Positive,0.6045601987464226,False,This is best wonderful wonderful content about education
POST00274,Facebook,Politics,173,50,8,7,1,0,Negative,0.016397556716899908,False,This is disappointing hate horrible content about entertainment
POST00275,TikTok,Technology,76,52,22,6,6,1,Neutral,0.7980740496184161,False,This is normal standard standard content about technology
POST00276,TikTok,Business,172,2,3,3,0,0,Positive,0.3216575427143109,False,This is best best great content about health
POST00277,Instagram,Business,277,288,24,12,8,1,Positive,0.2795219777920791,False,This is amazing wonderful great content about entertainment
POST00278,Instagram,Health,161,78,53,3,6,3,Neutral,0.5289970926709135,False,This is fine typical okay content about business
POST00279,TikTok,Entertainment,139,57,22,7,1,3,Neutral,0.11984377633134968,False,This is standard normal regular content about entertainment
POST00280,Instagram,Politics,90,47,0,8,6,2,Neutral,0.2682745902408007,False,This is okay typical fine content about sports
POST00281,Facebook,Health,196,41,7,14,4,2,Neutral,0.9550628389199952,False,This is regular average okay content about business
POST00282,Instagram,Technology,184,18,16,17,9,4,Neutral,0.5444106710728261,False,This is average regular average content about business
POST00283,Twitter,Entertainment,146,33,4,15,4,4,Neutral,0.27459707558753466,True,This is typical regular average content about business
POST00284,Facebook,Education,176,190,30,2,6,1,Positive,0.4541059261893823,False,This is excellent fantastic best content about health
POST00285,Twitter,Business,63,58,10,2,7,3,Neutral,0.5211532326417072,False,This is okay fine typical content about technology
POST00286,TikTok,Sports,247,9,29,9,5,4,Positive,0.48497166320997254,False,This is wonderful great fantastic content about health
POST00287,TikTok,Health,126,92,4,10,7,4,Negative,0.8318519879462953,False,This is awful awful awful content about entertainment
POST00288,LinkedIn,Politics,39,102,5,9,3,3,Positive,0.8515793276882574,False,This is love fantastic amazing content about entertainment
POST00289,Twitter,Health,60,47,33,1,7,3,Positive,0.5498210222459067,False,This is great love fantastic content about politics
POST00290,LinkedIn,Technology,145,79,13,35,0,1,Neutral,0.3943173026523098,False,This is standard average fine content about entertainment
POST00291,Twitter,Business,251,22,10,18,6,0,Neutral,0.15565076178615567,False,This is standard normal normal content about technology
POST00292,Instagram,Sports,60,117,8,9,1,4,Negative,0.0573339014029598,False,This is worst disappointing hate content about sports
POST00293,TikTok,Sports,129,63,40,1,0,1,Positive,0.0977120246505887,False,This is great wonderful fantastic content about sports
POST00294,Instagram,Politics,115,141,10,3,6,4,Negative,0.341516206839828,False,This is horrible terrible terrible content about politics
POST00295,Twitter,Business,238,57,79,2,8,0,Positive,0.49135452063288143,False,This is great wonderful excellent content about politics
POST00296,Instagram,Health,35,68,4,10,3,3,Positive,0.5798157324693014,False,This is great great wonderful content about health
POST00297,LinkedIn,Sports,235,21,33,0,5,1,Neutral,0.5070921728958124,False,This is standard regular standard content about entertainment
POST00298,Twitter,Technology,221,8,43,4,6,0,Neutral,0.5350953460164662,False,This is standard okay okay content about education
POST00299,Instagram,Entertainment,175,69,16,7,7,0,Neutral,0.6001337054553456,False,This is fine typical fine content about entertainment
POST00300,Twitter,Health,217,237,16,4,4,4,Positive,0.22501587485504038,False,This is fantastic fantastic excellent content about entertainment
POST00301,Twitter,Education,206,119,1,2,3,1,Neutral,0.17106583210700999,False,This is typical typical standard content about sports
POST00302,Instagram,Education,207,250,7,13,4,4,Neutral,0.9551340021776565,False,This is standard typical average content about sports
POST00303,Twitter,Technology,35,320,23,4,8,3,Negative,0.7892589324996432,False,This is hate bad disappointing content about business
POST00304,LinkedIn,Business,106,7,35,13,1,2,Negative,0.06852297592949919,False,This is terrible horrible hate content about business
POST00305,LinkedIn,Business,227,137,8,38,1,3,Positive,0.7068888210154098,False,This is excellent excellent excellent content about technology
POST00306,LinkedIn,Entertainment,66,37,53,21,5,3,Neutral,0.09885411717032921,True,This is standard regular okay content about education
POST00307,Twitter,Business,192,48,13,11,0,4,Positive,0.20059407052772738,False,This is fantastic amazing great content about sports
POST00308,LinkedIn,Politics,192,23,15,1,3,3,Neutral,0.7558607045943853,False,This is fine fine typical content about business
POST00309,LinkedIn,Education,88,332,9,8,7,3,Negative,0.3674004945160989,False,This is disappointing terrible hate content about entertainment
POST00310,LinkedIn,Technology,101,167,9,17,5,4,Neutral,0.4388377159689798,False,This is normal normal average content about education
POST00311,Instagram,Politics,54,40,20,2,8,4,Positive,0.21300627302607966,False,This is love excellent amazing content about education
POST00312,Facebook,Health,130,32,1,0,6,1,Negative,0.08651213388738777,False,This is disappointing horrible terrible content about business
POST00313,LinkedIn,Business,268,330,0,2,0,1,Positive,0.9853015720949134,False,This is fantastic love excellent content about politics
POST00314,TikTok,Health,202,39,23,0,4,3,Positive,0.8570733864003757,True,This is best great best content about education
POST00315,LinkedIn,Sports,230,208,4,5,7,4,Positive,0.4020609751955927,True,This is wonderful excellent amazing content about entertainment
POST00316,Twitter,Politics,227,81,11,1,9,0,Negative,0.3810394900943662,False,This is terrible worst hate content about education
POST00317,Facebook,Business,189,22,28,12,1,1,Negative,0.5977171352916697,False,This is terrible disappointing awful content about entertainment
POST00318,TikTok,Technology,204,255,28,28,3,3,Positive,0.17637958027498835,False,This is great excellent great content about technology
POST00319,TikTok,Politics,102,395,2,0,4,2,Neutral,0.13144727928759026,False,This is okay standard fine content about entertainment
POST00320,Instagram,Health,67,34,16,39,6,3,Neutral,0.5623067874707339,False,This is average normal okay content about politics
POST00321,Instagram,Technology,30,67,32,3,7,4,Positive,0.18388517815141703,False,This is love best best content about entertainment
POST00322,Twitter,Politics,55,139,16,50,9,1,Neutral,0.5914515560521176,False,This is typical fine average content about sports
POST00323,LinkedIn,Business,108,82,26,1,2,0,Neutral,0.5145944160873394,False,This is fine normal okay content about technology
POST00324,LinkedIn,Sports,94,11,9,20,6,2,Neutral,0.724543296291798,False,This is standard okay standard content about entertainment
POST00325,TikTok,Health,279,171,13,20,0,2,Positive,0.8064324559984483,False,This is wonderful love excellent content about business
POST00326,LinkedIn,Health,223,52,38,5,3,0,Positive,0.7702821602922695,False,This is excellent wonderful fantastic content about entertainment
POST00327,LinkedIn,Education,260,88,3,11,5,0,Positive,0.0269940027752833,True,This is fantastic fantastic amazing content about sports
POST00328,Facebook,Technology,209,79,2,15,1,4,Negative,0.8712081522485965,False,This is horrible horrible worst content about politics
POST00329,LinkedIn,Education,116,219,52,1,3,4,Neutral,0.22380114289821873,False,This is regular typical okay content about business
POST00330,LinkedIn,Sports,43,241,23,10,4,2,Neutral,0.772382254774523,True,This is average normal normal content about sports
POST00331,TikTok,Politics,214,100,36,29,1,3,Neutral,0.8285602733920018,False,This is normal typical typical content about business
POST00332,TikTok,Business,98,76,26,1,9,1,Neutral,0.7141920229713139,False,This is standard average normal content about business
POST00333,Twitter,Business,257,125,6,3,3,2,Positive,0.12537718660576047,False,This is wonderful fantastic best content about education
POST00334,Facebook,Sports,267,37,10,7,0,2,Neutral,0.6649172083540675,False,This is fine normal regular content about entertainment
POST00335,LinkedIn,Health,70,34,3,8,6,1,Neutral,0.37502877552220426,False,This is standard regular regular content about health
POST00336,Facebook,Health,130,9,52,6,2,0,Negative,0.7647733147366426,False,This is worst worst terrible content about business
POST00337,Facebook,Technology,61,82,25,0,0,3,Positive,0.6550563179231144,False,This is great excellent love content about technology
POST00338,TikTok,Entertainment,90,365,3,6,8,0,Neutral,0.20974190771987733,False,This is normal normal fine content about education
POST00339,Twitter,Business,31,11,11,10,1,1,Neutral,0.47237956537289827,False,This is typical okay typical content about health
